,COUNTY,STUDENTS_TESTED,EXAM_COUNT,EXAMS_3_OR_ABOVE,PERCENT_3_OR_ABOVE,Year,Latitude,Longitude,population,per_capita_income,closest_five_r1r2_avg,closest_five_public_avg,closest_five_private_nfp_avg,closest_five_landgrnt_avg,closest_five_stem_avg,closest_five_avg_enrollment_r1r2,closest_five_avg_enrollment_public,closest_five_avg_enrollment_private_nfp,closest_five_avg_enrollment_landgrnt,closest_five_avg_enrollment_stem,closest_five_avg_dormrooms_r1r2,closest_five_avg_dormrooms_public,closest_five_avg_dormrooms_private_nfp,closest_five_avg_dormrooms_landgrant
216,Burnett,49,64,45,70.3125,2021,45.8627,-92.3676,16759,48389,316.2351025500293,75.81583398762483,100.14389936497341,167.1322359637191,279.36243474620335,29539.6,2811.2,3143.2,13351.4,20245.0,5947.0,142.0,902.4,1502.8
217,Calumet,202,290,182,62.75862068965517,2021,44.0816,-88.2181,52587,58066,169.10603391494763,37.03987222086711,38.136425378038346,229.30197687711106,145.2072742952186,27215.0,12610.2,2012.2,9798.8,23576.2,5328.0,485.2,867.4,1774.2
218,Chippewa,376,484,307,63.4297520661157,2021,45.0694,-91.2799,66628,53732,286.7520530582044,55.44499356096644,135.73008091275156,186.29717761027297,245.38479799603766,32411.8,8930.8,3285.6,22900.8,24446.6,5696.8,1452.2,759.8,3277.0
219,Clark,34,42,10,23.80952380952381,2021,44.7347,-90.6121,34722,50125,259.8179100022295,68.98039389372263,150.9106707245719,196.33455464000053,230.2665588855569,32411.8,9616.4,2753.8,22900.8,25409.6,5696.8,1434.6,880.6,3277.0
220,Columbia,346,496,300,60.48387096774194,2021,43.4666,-89.3337,58404,60878,135.27816808692086,67.44202725314635,55.56772755800231,250.68445210973164,117.10975765765238,27064.0,21313.6,2079.0,22527.0,22189.6,5303.4,3128.6,577.2,3257.0
221,Crawford,158,251,98,39.04382470119522,2021,43.2395,-90.931,16082,50089,206.04855332819162,63.643277842492196,77.83068854373136,242.47829239297272,185.12663944898227,28789.0,7159.2,2638.8,29555.6,20823.8,5812.6,1142.0,938.4,5587.6
222,Dane,5245,9088,6296,69.27816901408451,2021,43.0673,-89.4181,561724,72511,113.19390583515133,44.51026484049048,43.37576601468714,253.74938609764757,99.56996589774667,27064.0,19050.4,1787.8,31010.0,22189.6,5303.4,2643.4,521.6,7594.4
223,Dodge,304,474,252,53.16455696202532,2021,43.4163,-88.7075,88657,51562,111.7582124574601,58.968630730095335,43.96090068980069,250.9527143869214,91.02022259584844,27064.0,19734.6,1646.0,20856.2,22189.6,5303.4,2643.4,458.8,5263.2
224,Door,123,225,169,75.11111111111111,2021,44.9452,-87.3154,30406,70363,241.87413493257245,91.8089803261601,110.31366829902068,222.99786319911428,232.2137338849381,24162.2,9312.6,1900.4,9830.8,14895.6,5438.0,410.0,765.0,1774.2
225,Douglas,271,411,222,54.01459854014598,2021,46.4329,-91.9162,44026,49342,337.00064222518756,48.20181457480614,124.83297404564921,162.6911407360965,306.33186641798926,30188.6,4968.2,2474.2,13340.0,27023.8,6169.2,734.4,798.6,1502.8
226,Dunn,151,207,147,71.01449275362319,2021,44.9466,-91.8964,44509,49794,293.54675026759503,38.64306133545227,96.67618727707,193.76214279258178,242.8252609760621,37838.2,9244.4,2978.6,22900.8,31210.8,7573.0,1916.6,515.8,3277.0
227,Eau Claire,674,1217,895,73.54149548069022,2021,44.7268,-91.286,105988,56403,278.33137522289354,52.432921340846676,119.05130231818472,195.28225392899736,233.3662487424528,32411.8,9517.4,2573.0,22900.8,25409.6,5696.8,1947.6,396.0,3277.0
228,Fond du Lac,488,727,386,53.0949105914718,2021,43.7536,-88.4883,104166,56667,138.06814627980958,48.474947043327674,41.61006095482039,240.0330402090718,114.86992618481513,27064.0,11803.4,1828.4,9798.8,23576.2,5303.4,485.2,845.2,1774.2
229,Forest,16,16,15,93.75,2021,45.6673,-88.7704,9262,46167,281.7229033494697,100.0583915372114,161.88581814502223,203.51983002956288,269.6016504624621,32411.8,2797.4,1136.8,10172.6,19959.4,5696.8,57.4,797.0,1794.2
230,Grant,279,427,278,65.10538641686183,2021,42.8675,-90.7062,51285,51475,181.62282196217143,70.55395115050254,40.81654220509558,260.10191493449,172.19338679331935,28789.0,13835.0,1105.8,29555.6,20823.8,5812.6,2271.8,580.6,5587.6
231,Green,159,222,140,63.06306306306306,2021,42.68,-89.6022,37018,60288,123.36798765749488,51.78691953458455,56.823447650023084,257.31226623460617,115.7979296083704,27064.0,16532.4,1905.4,37965.6,22189.6,5303.4,1774.2,446.8,9925.0
232,Green Lake,21,30,23,76.66666666666667,2021,43.8004,-89.0449,19249,51152,153.06224780022362,66.67374476389155,57.51472488243461,237.88996681587705,131.9352708906823,27064.0,22050.4,1916.0,9798.8,22189.6,5303.4,2259.4,740.6,1774.2
233,Iowa,81,106,76,71.69811320754717,2021,43.0005,-90.1354,23777,58191,155.10539963730685,59.47272625457708,68.60064828175726,256.0124031879045,151.74926437143307,28789.0,16490.0,1801.8,29555.6,22189.6,5812.6,2271.8,514.8,5587.6
234,Iron,16,26,14,53.84615384615385,2021,46.2623,-90.242,6193,53379,319.47365567289535,101.70657959402322,171.9464784637011,178.58066262211142,299.5362418657718,32411.8,1840.6,2237.6,13358.4,24446.6,5696.8,19.2,684.0,1502.8
235,Jackson,56,66,22,33.33333333333334,2021,44.3192,-90.8052,20899,50110,246.10019259094906,68.58275830177354,117.02861300611343,209.2389588359486,211.6930491959527,37753.6,8636.6,2858.8,22900.8,25409.6,6375.4,1986.0,1017.6,3277.0
236,Jefferson,637,1056,643,60.89015151515152,2021,43.0208,-88.7759,85796,53886,90.94951908783904,41.34748453721586,33.93093602720362,249.10673327432823,75.21646373946484,27064.0,19050.4,1825.6,30937.0,22189.6,5303.4,2643.4,534.0,7594.4
237,Juneau,96,114,44,38.59649122807018,2021,43.9246,-90.1138,26756,46547,207.39428909565572,90.91851882705508,108.48626826948944,225.7457529047992,180.11134113979944,34642.0,10093.6,3446.2,22515.6,18673.8,5963.4,1195.4,717.2,3257.0
238,Kenosha,1274,1998,1251,62.61261261261262,2021,42.5769,-88.0424,168465,56471,65.10796713027324,26.163846561628766,28.291110568834732,241.44738712692575,59.6288905509688,22836.2,10559.6,1313.4,41983.0,17948.4,4119.0,178.2,535.0,11083.4
239,Kewaunee,95,128,97,75.78125,2021,44.5161,-87.6153,20577,56598,213.23032259111227,58.183914415923766,62.52563651580035,226.65524116748756,191.9389946764046,27779.0,9741.8,2012.2,9830.8,22904.6,5607.4,390.0,867.4,1774.2
240,La Crosse,692,1167,743,63.6675235646958,2021,43.9066,-91.1152,119367,59705,235.29676177557207,55.50836895446614,78.16756706218436,223.57829150830085,200.28470606124682,37753.6,8716.8,4055.0,29555.6,29788.4,6375.4,1986.0,977.6,5587.6
241,Lafayette,85,118,52,44.06779661016949,2021,42.6605,-90.1317,16816,50750,149.7774986263018,59.77450256317902,49.4141301563835,265.93372511396245,147.38348186299172,28789.0,16490.0,1105.8,40912.2,23072.4,5812.6,2271.8,580.6,8589.0
242,Langlade,33,44,23,52.27272727272727,2021,45.2623,-89.0719,19505,51018,261.51280987801493,72.221811073304,140.45640177527508,195.1342138110614,247.8166433285935,32411.8,5166.0,1464.4,10172.6,19959.4,5696.8,588.4,953.2,1794.2
243,Lincoln,152,228,146,64.03508771929825,2021,45.3374,-89.7346,28453,52544,266.6929803066052,70.97588279277339,168.31278817262628,188.91376409436384,259.86853516083323,32411.8,5166.0,1202.8,10172.6,24446.6,5696.8,588.4,951.8,1794.2
244,Manitowoc,232,344,189,54.94186046511628,2021,44.12,-87.8097,81479,53633,175.1076344393462,47.04251987306933,44.84428590497161,228.23543841049428,152.0647465985946,27215.0,13383.6,2012.2,20771.8,23576.2,5328.0,875.2,867.4,5263.2
245,Marathon,738,1199,833,69.47456213511259,2021,44.8983,-89.7591,137746,59089,249.64760267367564,54.761612680304516,145.55827914290506,194.12161239906064,239.04782367788317,32411.8,5166.0,1464.4,22515.6,18673.8,5696.8,588.4,953.2,3257.0
246,Marinette,117,146,79,54.10958904109589,2021,45.3834,-88.0337,41849,51745,264.01353776755695,92.47459439019757,137.43842007643764,213.73287706365363,250.53478460827486,24162.2,5986.8,2012.2,9903.8,19959.4,5438.0,410.0,867.4,1774.2
247,Marquette,29,46,27,58.69565217391305,2021,43.8196,-89.3987,15777,48932,166.87662565765564,78.284590326395,74.2544277848498,232.6024759551396,146.83531199950266,27064.0,20271.6,2079.0,22515.6,22189.6,5303.4,2810.4,577.2,3257.0
248,Milwaukee,5415,9300,5273,56.69892473118279,2021,43.0072,-87.9669,924207,55965,71.19252637784999,18.134395807623388,4.867456100498113,237.5250127472056,48.86156104494462,27215.0,14949.8,3653.6,30553.4,17948.4,5328.0,727.4,1338.6,8082.0
249,Monroe,135,271,164,60.51660516605166,2021,43.9457,-90.6178,46246,49825,224.15992611239872,75.82546159831425,107.19049030266619,223.83802875038367,199.1617380261679,37753.6,8080.0,3677.4,29555.6,25409.6,6375.4,1690.8,958.0,5587.6
250,Oconto,74,97,43,44.32989690721649,2021,45.0264,-88.2697,39393,53227,246.2581547477486,68.96733079196557,98.85618812139928,209.64087356164472,226.17882329489893,24162.2,10687.2,1786.2,9798.8,19959.4,5438.0,427.4,955.4,1774.2
251,Oneida,223,364,215,59.06593406593407,2021,45.7055,-89.5218,38282,55494,282.08425712652644,87.4599953708799,173.4151364273692,190.13031577001794,277.17574144523553,32411.8,3509.2,1136.8,10172.6,24446.6,5696.8,56.6,797.0,1794.2
252,Outagamie,1757,2875,1997,69.4608695652174,2021,44.4161,-88.4649,191309,59276,205.6918988722453,37.13399971310438,46.938255367039446,215.11485526188608,181.71415726560997,27215.0,12524.2,1464.4,9798.8,23576.2,5328.0,875.2,953.2,1774.2
253,Ozaukee,1650,3216,2367,73.60074626865672,2021,43.384,-87.9509,92551,95076,100.21166202914227,43.37425658202723,29.32134395424911,237.8547206917091,76.70289005775142,27215.0,13718.0,2760.4,30553.4,23576.2,5328.0,727.4,737.4,8082.0
254,Pepin,29,43,21,48.83720930232558,2021,44.5829,-92.0016,7386,59472,276.83794164126266,45.04485778012405,84.61925967739089,207.8698298453315,217.40368978534326,38801.2,8652.2,2959.6,22900.8,36552.6,7978.6,1916.6,1142.4,3277.0
255,Pierce,278,392,261,66.58163265306122,2021,44.7194,-92.4224,41606,57563,276.98957975086034,37.92078918210698,63.587822136249954,210.48020940768555,222.59192093553165,39068.4,5691.2,3999.8,22900.8,36552.6,7843.6,1070.4,675.8,3277.0
256,Polk,271,375,211,56.26666666666667,2021,45.4614,-92.4414,45521,53479,306.3678007955869,63.70191677430647,65.45374612059193,179.9242589141726,263.83571009331416,29539.6,7454.2,3076.6,13381.6,26934.4,5947.0,464.4,874.6,1502.8
257,Portage,430,657,466,70.92846270928463,2021,44.476,-89.5014,69429,54681,230.30724225414647,58.623945168444436,106.97014707782012,204.86361892526293,200.6412253742997,34642.0,8491.8,1464.4,22515.6,18673.8,5963.4,588.4,953.2,3257.0
258,Price,56,79,53,67.0886075949367,2021,45.6804,-90.3614,14055,51261,290.3309993715549,90.39463787721198,181.16768137992057,174.54338090917523,269.07269871310166,32411.8,3687.0,2642.8,13358.4,24446.6,5696.8,56.6,531.6,1502.8
259,Racine,909,1566,889,56.76883780332057,2021,42.7475,-88.0613,196439,56680,68.74729654967747,27.02613083673669,25.61666124169933,242.0828853781258,55.874363007698626,22836.2,9855.0,1918.8,30553.4,17948.4,4119.0,178.2,783.6,8082.0
260,Richland,50,87,40,45.97701149425287,2021,43.3756,-90.4295,17166,50606,185.38558572807074,74.32514024486177,92.69998485810554,238.49486575680953,176.7627564452676,28789.0,15646.6,2136.0,29555.6,18673.8,5812.6,2916.2,487.6,5587.6
261,Rock,988,1496,894,59.75935828877005,2021,42.6712,-89.0716,164192,51955,96.17024905065145,38.09411972161318,39.448283976742296,253.57137741942142,88.46745256771263,27064.0,18882.4,1110.0,30937.0,22189.6,5303.4,2643.4,455.8,7594.4
262,Rusk,16,20,8,40.0,2021,45.4752,-91.1332,14116,52068,297.72760856330433,70.47963444407858,150.35902086886412,171.81731878181003,260.8753918650209,32411.8,8040.4,2877.6,13358.4,24446.6,5696.8,1452.2,826.4,1502.8
263,St. Croix,1096,1704,1189,69.77699530516432,2021,45.034,-92.4526,95055,65129,293.93475406430724,42.726366606542086,54.009246152701145,198.5978750459908,240.2735846869998,33726.6,8962.2,2956.0,13381.6,32441.0,7165.0,1070.4,614.0,1502.8
264,Sauk,600,907,518,57.11135611907387,2021,43.4267,-89.9482,65740,62446,165.65727708629174,79.05076157082138,87.10756926427962,241.07777857296597,150.84126896782035,28789.0,18208.8,2322.8,29555.6,22189.6,5812.6,2876.2,659.4,5587.6
265,Sawyer,71,73,27,36.98630136986301,2021,45.88,-91.1445,18247,51291,317.3264664170537,84.16285079706873,142.61681104979988,160.56769353878659,281.54724560156944,32411.8,4520.8,2474.2,13358.4,24446.6,5696.8,141.2,798.6,1502.8
266,Shawano,79,100,39,39.0,2021,44.7892,-88.7654,40812,50004,236.26844049654773,55.49473966088938,85.91967850099192,204.04549159767015,213.62186308102864,24833.8,10706.4,1464.4,9798.8,19959.4,5036.8,941.0,953.2,1774.2
267,Sheboygan,532,744,413,55.51075268817204,2021,43.7212,-87.9454,117697,58813,133.01308433042982,53.73005605204346,47.683997269734334,235.73103778964924,109.55333746998845,27215.0,12195.6,2999.6,20771.8,23576.2,5328.0,1212.6,634.4,5263.2
268,Taylor,117,143,86,60.13986013986014,2021,45.2116,-90.5012,19944,50581,272.65348023663984,82.93666344766032,172.21162741609473,186.6191334005909,249.2534360543903,32411.8,8069.4,2484.4,13358.4,24446.6,5696.8,883.6,791.2,1502.8
269,Trempealeau,139,167,83,49.70059880239521,2021,44.304,-91.3585,30730,50846,258.02598814107586,52.889487968115155,89.96342840876937,212.1647840382072,213.158723747494,37753.6,10050.2,3123.2,22900.8,29788.4,6375.4,1986.0,1198.0,3277.0
270,Vernon,122,163,91,55.8282208588957,2021,43.5939,-90.8344,30921,49833,217.34943766339399,65.89896408927977,89.22739066358295,230.58637156083455,194.21830076331946,37753.6,6998.8,3981.8,29555.6,19556.6,6375.4,1169.4,1096.2,5587.6
271,Vilas,73,111,86,77.47747747747748,2021,46.0529,-89.5148,23522,59002,299.55259963953927,98.17536598767973,180.55037641719173,191.73521551600257,292.74841897802617,32411.8,4026.2,1831.0,13358.4,24446.6,5696.8,710.0,686.4,1502.8
272,Walworth,962,1511,904,59.82792852415619,2021,42.6685,-88.5419,105200,61316,80.318504989087,41.792822352351,39.35546269057555,244.9035791877165,72.50675830883941,27064.0,9997.4,1043.4,30937.0,22189.6,5303.4,869.2,623.6,7594.4
273,Washburn,31,34,20,58.8235294117647,2021,45.8992,-91.7912,16760,55481,326.7784642154609,73.43331641609964,118.04483697665803,167.16517431528422,283.78629290340416,29539.6,2811.2,2474.2,13358.4,27023.8,5947.0,142.0,798.6,1502.8
274,Washington,1424,2416,1850,76.5728476821192,2021,43.3685,-88.2307,137237,66651,99.9929000280153,43.88570655314947,34.16542758365905,242.50551541319618,76.11071747913626,27215.0,13718.0,2207.4,30553.4,23576.2,5328.0,727.4,488.8,8082.0
275,Waukesha,6329,11029,8202,74.36757638951855,2021,43.0182,-88.3045,409080,84113,79.91713809677859,28.860387142071296,14.591752489934246,243.61413933857543,59.52669308128797,27215.0,15274.4,1273.2,30553.4,23576.2,5328.0,1596.6,517.0,8082.0
276,Waupaca,265,383,243,63.44647519582245,2021,44.4705,-88.9648,51992,53368,217.2554156862008,54.55322689469731,72.77530774028591,212.07104752737965,194.83394656497293,27064.0,12265.2,1464.4,22515.6,22189.6,5303.4,1036.2,953.2,3257.0
277,Waushara,63,88,32,36.36363636363637,2021,44.1131,-89.2429,24797,46976,188.2995819649987,69.32543692317606,79.51670337324121,221.59188923085426,166.84288194763207,27064.0,10705.2,2084.0,22515.6,22189.6,5303.4,1036.2,953.2,3257.0
278,Winnebago,809,1106,807,72.96564195298373,2021,44.0689,-88.6446,170554,56253,171.04519820497592,42.65930563760334,44.71773618129166,226.36923808161782,148.47561934155095,27064.0,12610.2,1996.4,9798.8,23576.2,5303.4,485.2,1057.8,1774.2
279,Wood,552,943,692,73.38282078472959,2021,44.4553,-90.0416,74085,52678,236.53194281605465,74.11431693169936,132.13885245274054,204.4549882400789,210.08542613087815,34642.0,8230.0,2873.8,22515.6,18673.8,5963.4,1232.8,983.0,3257.0
280,Adams,42,79,22,27.84810126582278,2022,43.9696,-89.7704,21226,44696,195.93034483827273,90.3059683242695,101.06184967920498,223.09566341534696,171.5877411503718,27064.0,19895.2,2104.8,22515.6,18673.8,5303.4,2810.4,717.8,3257.0
281,Ashland,25,48,21,43.75,2022,46.3148,-90.6781,16039,46014,330.98578902119164,94.5946388743082,154.49318357066562,172.8514469913042,303.87840879144244,32411.8,4791.8,1589.6,13358.4,24446.6,5696.8,733.6,470.4,1502.8
282,Barron,115,178,93,52.24719101123596,2022,45.4237,-91.8483,46843,58029,315.00157279089365,56.85004007741761,104.64589013973045,180.02326154741576,265.872638081901,33726.6,8040.4,2396.0,13358.4,24446.6,7165.0,1452.2,718.8,1502.8
283,Bayfield,22,34,23,67.6470588235294,2022,46.5237,-91.2009,16608,52963,349.98035803121195,73.93703301193929,142.59665576012668,176.4948304742084,316.18328144161103,32768.4,4791.8,1589.6,13358.4,27023.8,5750.4,733.6,470.4,1502.8
284,Brown,1875,2903,2066,71.1677574922494,2022,44.4525,-88.0037,270036,62519,208.4170556889615,38.004831941265586,40.09954816868267,221.31581182283435,184.90692312547975,27215.0,13383.6,2012.2,9798.8,23576.2,5328.0,875.2,867.4,1774.2
285,Buffalo,16,26,21,80.76923076923077,2022,44.3798,-91.7545,13391,55319,264.1250646744694,52.61241544208864,81.81416096232454,213.09854974921458,209.55981853128523,38801.2,9060.2,3356.2,22900.8,36552.6,7978.6,1947.6,1327.0,3277.0
286,Burnett,67,88,48,54.54545454545455,2022,45.8627,-92.3676,17036,48081,316.2351025500293,75.81583398762483,100.14389936497341,167.1322359637191,279.36243474620335,29539.6,2811.2,3143.2,13351.4,20245.0,5947.0,142.0,902.4,1502.8
287,Calumet,162,236,174,73.72881355932203,2022,44.0816,-88.2181,52718,58999,169.10603391494763,37.03987222086711,38.136425378038346,229.30197687711106,145.2072742952186,27215.0,12610.2,2012.2,9798.8,23576.2,5328.0,485.2,867.4,1774.2
288,Chippewa,347,459,319,69.49891067538127,2022,45.0694,-91.2799,66807,54474,286.7520530582044,55.44499356096644,135.73008091275156,186.29717761027297,245.38479799603766,32411.8,8930.8,3285.6,22900.8,24446.6,5696.8,1452.2,759.8,3277.0
289,Clark,22,32,9,28.125,2022,44.7347,-90.6121,34691,51365,259.8179100022295,68.98039389372263,150.9106707245719,196.33455464000053,230.2665588855569,32411.8,9616.4,2753.8,22900.8,25409.6,5696.8,1434.6,880.6,3277.0
290,Columbia,341,511,308,60.27397260273973,2022,43.4666,-89.3337,58193,61542,135.27816808692086,67.44202725314635,55.56772755800231,250.68445210973164,117.10975765765238,27064.0,21313.6,2079.0,22527.0,22189.6,5303.4,3128.6,577.2,3257.0
291,Crawford,167,266,101,37.96992481203007,2022,43.2395,-90.931,16007,50741,206.04855332819162,63.643277842492196,77.83068854373136,242.47829239297272,185.12663944898227,28789.0,7159.2,2638.8,29555.6,20823.8,5812.6,1142.0,938.4,5587.6
292,Dane,6049,10727,7508,69.99160995618533,2022,43.0673,-89.4181,568203,73726,113.19390583515133,44.51026484049048,43.37576601468714,253.74938609764757,99.56996589774667,27064.0,19050.4,1787.8,31010.0,22189.6,5303.4,2643.4,521.6,7594.4
293,Dodge,323,515,323,62.71844660194175,2022,43.4163,-88.7075,88282,52398,111.7582124574601,58.968630730095335,43.96090068980069,250.9527143869214,91.02022259584844,27064.0,19734.6,1646.0,20856.2,22189.6,5303.4,2643.4,458.8,5263.2
294,Door,151,252,171,67.85714285714286,2022,44.9452,-87.3154,30526,71130,241.87413493257245,91.8089803261601,110.31366829902068,222.99786319911428,232.2137338849381,24162.2,9312.6,1900.4,9830.8,14895.6,5438.0,410.0,765.0,1774.2
295,Douglas,266,406,223,54.92610837438424,2022,46.4329,-91.9162,44144,49469,337.00064222518756,48.20181457480614,124.83297404564921,162.6911407360965,306.33186641798926,30188.6,4968.2,2474.2,13340.0,27023.8,6169.2,734.4,798.6,1502.8
296,Dunn,158,219,167,76.25570776255708,2022,44.9466,-91.8964,45651,49324,293.54675026759503,38.64306133545227,96.67618727707,193.76214279258178,242.8252609760621,37838.2,9244.4,2978.6,22900.8,31210.8,7573.0,1916.6,515.8,3277.0
297,Eau Claire,734,1362,988,72.54038179148311,2022,44.7268,-91.286,106837,57320,278.33137522289354,52.432921340846676,119.05130231818472,195.28225392899736,233.3662487424528,32411.8,9517.4,2573.0,22900.8,25409.6,5696.8,1947.6,396.0,3277.0
298,Fond du Lac,565,814,481,59.09090909090909,2022,43.7536,-88.4883,103836,58204,138.06814627980958,48.474947043327674,41.61006095482039,240.0330402090718,114.86992618481513,27064.0,11803.4,1828.4,9798.8,23576.2,5303.4,485.2,845.2,1774.2
299,Forest,15,15,13,86.66666666666667,2022,45.6673,-88.7704,9381,45248,281.7229033494697,100.0583915372114,161.88581814502223,203.51983002956288,269.6016504624621,32411.8,2797.4,1136.8,10172.6,19959.4,5696.8,57.4,797.0,1794.2
300,Grant,336,533,326,61.16322701688556,2022,42.8675,-90.7062,51276,52264,181.62282196217143,70.55395115050254,40.81654220509558,260.10191493449,172.19338679331935,28789.0,13835.0,1105.8,29555.6,20823.8,5812.6,2271.8,580.6,5587.6
301,Green,166,260,200,76.92307692307692,2022,42.68,-89.6022,36816,61416,123.36798765749488,51.78691953458455,56.823447650023084,257.31226623460617,115.7979296083704,27064.0,16532.4,1905.4,37965.6,22189.6,5303.4,1774.2,446.8,9925.0
302,Green Lake,52,68,29,42.64705882352941,2022,43.8004,-89.0449,19220,51819,153.06224780022362,66.67374476389155,57.51472488243461,237.88996681587705,131.9352708906823,27064.0,22050.4,1916.0,9798.8,22189.6,5303.4,2259.4,740.6,1774.2
303,Iowa,92,117,88,75.21367521367522,2022,43.0005,-90.1354,23865,58797,155.10539963730685,59.47272625457708,68.60064828175726,256.0124031879045,151.74926437143307,28789.0,16490.0,1801.8,29555.6,22189.6,5812.6,2271.8,514.8,5587.6
304,Jackson,74,88,39,44.31818181818182,2022,44.3192,-90.8052,20836,50097,246.10019259094906,68.58275830177354,117.02861300611343,209.2389588359486,211.6930491959527,37753.6,8636.6,2858.8,22900.8,25409.6,6375.4,1986.0,1017.6,3277.0
305,Jefferson,661,1078,630,58.44155844155844,2022,43.0208,-88.7759,85784,55023,90.94951908783904,41.34748453721586,33.93093602720362,249.10673327432823,75.21646373946484,27064.0,19050.4,1825.6,30937.0,22189.6,5303.4,2643.4,534.0,7594.4
306,Juneau,118,145,46,31.72413793103448,2022,43.9246,-90.1138,26866,46696,207.39428909565572,90.91851882705508,108.48626826948944,225.7457529047992,180.11134113979944,34642.0,10093.6,3446.2,22515.6,18673.8,5963.4,1195.4,717.2,3257.0
307,Kenosha,1243,1874,1181,63.02027748132338,2022,42.5769,-88.0424,167817,58255,65.10796713027324,26.163846561628766,28.291110568834732,241.44738712692575,59.6288905509688,22836.2,10559.6,1313.4,41983.0,17948.4,4119.0,178.2,535.0,11083.4
308,Kewaunee,109,136,81,59.55882352941177,2022,44.5161,-87.6153,20623,57770,213.23032259111227,58.183914415923766,62.52563651580035,226.65524116748756,191.9389946764046,27779.0,9741.8,2012.2,9830.8,22904.6,5607.4,390.0,867.4,1774.2
309,La Crosse,751,1268,792,62.46056782334385,2022,43.9066,-91.1152,120294,60463,235.29676177557207,55.50836895446614,78.16756706218436,223.57829150830085,200.28470606124682,37753.6,8716.8,4055.0,29555.6,29788.4,6375.4,1986.0,977.6,5587.6
310,Lafayette,84,161,83,51.5527950310559,2022,42.6605,-90.1317,16877,52048,149.7774986263018,59.77450256317902,49.4141301563835,265.93372511396245,147.38348186299172,28789.0,16490.0,1105.8,40912.2,23072.4,5812.6,2271.8,580.6,8589.0
311,Langlade,52,68,30,44.11764705882353,2022,45.2623,-89.0719,19559,50852,261.51280987801493,72.221811073304,140.45640177527508,195.1342138110614,247.8166433285935,32411.8,5166.0,1464.4,10172.6,19959.4,5696.8,588.4,953.2,1794.2
312,Lincoln,140,200,124,62.0,2022,45.3374,-89.7346,28376,53038,266.6929803066052,70.97588279277339,168.31278817262628,188.91376409436384,259.86853516083323,32411.8,5166.0,1202.8,10172.6,24446.6,5696.8,588.4,951.8,1794.2
313,Manitowoc,207,290,144,49.6551724137931,2022,44.12,-87.8097,81172,54592,175.1076344393462,47.04251987306933,44.84428590497161,228.23543841049428,152.0647465985946,27215.0,13383.6,2012.2,20771.8,23576.2,5328.0,875.2,867.4,5263.2
314,Marathon,793,1288,835,64.82919254658385,2022,44.8983,-89.7591,137958,59949,249.64760267367564,54.761612680304516,145.55827914290506,194.12161239906064,239.04782367788317,32411.8,5166.0,1464.4,22515.6,18673.8,5696.8,588.4,953.2,3257.0
315,Marinette,96,116,64,55.17241379310344,2022,45.3834,-88.0337,41988,52260,264.01353776755695,92.47459439019757,137.43842007643764,213.73287706365363,250.53478460827486,24162.2,5986.8,2012.2,9903.8,19959.4,5438.0,410.0,867.4,1774.2
316,Marquette,30,44,31,70.45454545454545,2022,43.8196,-89.3987,15779,49041,166.87662565765564,78.284590326395,74.2544277848498,232.6024759551396,146.83531199950266,27064.0,20271.6,2079.0,22515.6,22189.6,5303.4,2810.4,577.2,3257.0
317,Milwaukee,6006,10137,5646,55.696951760876,2022,43.0072,-87.9669,918661,56188,71.19252637784999,18.134395807623388,4.867456100498113,237.5250127472056,48.86156104494462,27215.0,14949.8,3653.6,30553.4,17948.4,5328.0,727.4,1338.6,8082.0
318,Monroe,156,307,187,60.91205211726384,2022,43.9457,-90.6178,46109,50008,224.15992611239872,75.82546159831425,107.19049030266619,223.83802875038367,199.1617380261679,37753.6,8080.0,3677.4,29555.6,25409.6,6375.4,1690.8,958.0,5587.6
319,Oconto,104,127,44,34.64566929133859,2022,45.0264,-88.2697,39633,53823,246.2581547477486,68.96733079196557,98.85618812139928,209.64087356164472,226.17882329489893,24162.2,10687.2,1786.2,9798.8,19959.4,5438.0,427.4,955.4,1774.2
320,Oneida,229,331,195,58.91238670694864,2022,45.7055,-89.5218,38212,56013,282.08425712652644,87.4599953708799,173.4151364273692,190.13031577001794,277.17574144523553,32411.8,3509.2,1136.8,10172.6,24446.6,5696.8,56.6,797.0,1794.2
321,Outagamie,1931,3145,2196,69.82511923688395,2022,44.4161,-88.4649,192127,60352,205.6918988722453,37.13399971310438,46.938255367039446,215.11485526188608,181.71415726560997,27215.0,12524.2,1464.4,9798.8,23576.2,5328.0,875.2,953.2,1774.2
322,Ozaukee,1682,3240,2497,77.0679012345679,2022,43.384,-87.9509,93009,99817,100.21166202914227,43.37425658202723,29.32134395424911,237.8547206917091,76.70289005775142,27215.0,13718.0,2760.4,30553.4,23576.2,5328.0,727.4,737.4,8082.0
323,Pepin,26,33,13,39.39393939393939,2022,44.5829,-92.0016,7410,60146,276.83794164126266,45.04485778012405,84.61925967739089,207.8698298453315,217.40368978534326,38801.2,8652.2,2959.6,22900.8,36552.6,7978.6,1916.6,1142.4,3277.0
324,Pierce,352,501,341,68.06387225548902,2022,44.7194,-92.4224,42532,58338,276.98957975086034,37.92078918210698,63.587822136249954,210.48020940768555,222.59192093553165,39068.4,5691.2,3999.8,22900.8,36552.6,7843.6,1070.4,675.8,3277.0
